alignment_coverage,ani,querry,reference,primary_cluster
0.07,0.6856,Bryobacter_aggregatus_MPL3.fna,Silvibacterium_bohemicum_S15.fna,0
0.07,0.6851999999999999,Silvibacterium_bohemicum_S15.fna,Bryobacter_aggregatus_MPL3.fna,0
0.23,0.715,Bryocella_elongata_DSM_22489.fna,Silvibacterium_bohemicum_S15.fna,0
0.23,0.7154,Silvibacterium_bohemicum_S15.fna,Bryocella_elongata_DSM_22489.fna,0
0.05,0.6784,Candidatus_Chloracidobacterium_thermophilum_B.fna,Silvibacterium_bohemicum_S15.fna,0
0.05,0.6785,Silvibacterium_bohemicum_S15.fna,Candidatus_Chloracidobacterium_thermophilum_B.fna,0
0.16,0.7019,Candidatus_Koribacter_versatilis_Ellin345.fna,Silvibacterium_bohemicum_S15.fna,0
0.16,0.7023,Silvibacterium_bohemicum_S15.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.11,0.6907,Candidatus_Solibacter_usitatus.fna,Silvibacterium_bohemicum_S15.fna,0
0.11,0.6912,Silvibacterium_bohemicum_S15.fna,Candidatus_Solibacter_usitatus.fna,0
0.16,0.7023,Candidatus_Sulfotelmatobacter_kueseliae.fna,Silvibacterium_bohemicum_S15.fna,0
0.16,0.7023,Silvibacterium_bohemicum_S15.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.24,0.7108,Candidatus_Sulfotelmatomonas_gaucii.fna,Silvibacterium_bohemicum_S15.fna,0
0.24,0.7106,Silvibacterium_bohemicum_S15.fna,Candidatus_Sulfotelmatomonas_gaucii.fna,0
0.06,0.6796,Chloracidobacterium_thermophilum_OC1.fna,Silvibacterium_bohemicum_S15.fna,0
0.06,0.6795,Silvibacterium_bohemicum_S15.fna,Chloracidobacterium_thermophilum_OC1.fna,0
0.24,0.7178,Edaphobacter_aggregans_DSM_19364.fna,Silvibacterium_bohemicum_S15.fna,0
0.24,0.7173999999999999,Silvibacterium_bohemicum_S15.fna,Edaphobacter_aggregans_DSM_19364.fna,0
0.23,0.7143,Edaphobacter_aggregans_EB153.fna,Silvibacterium_bohemicum_S15.fna,0
0.23,0.7141,Silvibacterium_bohemicum_S15.fna,Edaphobacter_aggregans_EB153.fna,0
0.27,0.7137,Edaphobacter_dinghuensis_EB95.fna,Silvibacterium_bohemicum_S15.fna,0
0.27,0.7140000000000001,Silvibacterium_bohemicum_S15.fna,Edaphobacter_dinghuensis_EB95.fna,0
0.06,0.6869,Geothrix_fermentans_DSM_14018.fna,Silvibacterium_bohemicum_S15.fna,0
0.06,0.6873999999999999,Silvibacterium_bohemicum_S15.fna,Geothrix_fermentans_DSM_14018.fna,0
0.04,0.6848000000000001,Geothrix_sp_GB2.fna,Silvibacterium_bohemicum_S15.fna,0
0.04,0.6853,Silvibacterium_bohemicum_S15.fna,Geothrix_sp_GB2.fna,0
0.27,0.72,Granulicella_mallensis_MP5ACTX8.fna,Silvibacterium_bohemicum_S15.fna,0
0.27,0.7204,Silvibacterium_bohemicum_S15.fna,Granulicella_mallensis_MP5ACTX8.fna,0
0.25,0.7084999999999999,Granulicella_pectinivorans_DSM_21001.fna,Silvibacterium_bohemicum_S15.fna,0
0.25,0.7092,Silvibacterium_bohemicum_S15.fna,Granulicella_pectinivorans_DSM_21001.fna,0
0.26,0.7189,Granulicella_rosea_DSM_18704.fna,Silvibacterium_bohemicum_S15.fna,0
0.26,0.7190000000000001,Silvibacterium_bohemicum_S15.fna,Granulicella_rosea_DSM_18704.fna,0
0.23,0.7145,Granulicella_sp_GAS466.fna,Silvibacterium_bohemicum_S15.fna,0
0.23,0.7147,Silvibacterium_bohemicum_S15.fna,Granulicella_sp_GAS466.fna,0
0.23,0.7092,Granulicella_tundricola_MP5ACTX9.fna,Silvibacterium_bohemicum_S15.fna,0
0.23,0.7095999999999999,Silvibacterium_bohemicum_S15.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.04,0.6789000000000001,Holophaga_foetida_DSM_6591.fna,Silvibacterium_bohemicum_S15.fna,0
0.04,0.6786,Silvibacterium_bohemicum_S15.fna,Holophaga_foetida_DSM_6591.fna,0
0.04,0.6789000000000001,Holophaga_foetida_TMBS4.fna,Silvibacterium_bohemicum_S15.fna,0
0.04,0.6786,Silvibacterium_bohemicum_S15.fna,Holophaga_foetida_TMBS4.fna,0
0.06,0.6906,Luteitalea_pratensis_strain_DSM_100886.fna,Silvibacterium_bohemicum_S15.fna,0
0.06,0.6906,Silvibacterium_bohemicum_S15.fna,Luteitalea_pratensis_strain_DSM_100886.fna,0
0.0,0.0,Moorea_producens_heterotroph_coculture_Ga0081187.fna,Silvibacterium_bohemicum_S15.fna,0
0.0,0.0,Silvibacterium_bohemicum_S15.fna,Moorea_producens_heterotroph_coculture_Ga0081187.fna,0
0.03,0.6864,Moorea_producens_heterotroph_coculture_Ga0081188.fna,Silvibacterium_bohemicum_S15.fna,0
0.03,0.6864,Silvibacterium_bohemicum_S15.fna,Moorea_producens_heterotroph_coculture_Ga0081188.fna,0
0.24,0.7099,Occallatibacter_savannae_strain_AB23.fna,Silvibacterium_bohemicum_S15.fna,0
0.24,0.7098,Silvibacterium_bohemicum_S15.fna,Occallatibacter_savannae_strain_AB23.fna,0
0.07,0.6806,Pyrinomonas_methylaliphatogenes_K22.fna,Silvibacterium_bohemicum_S15.fna,0
0.07,0.6798000000000001,Silvibacterium_bohemicum_S15.fna,Pyrinomonas_methylaliphatogenes_K22.fna,0
0.26,0.7081000000000001,Acidipila_rosea_DSM_103428.fna,Terracidiphilus_gabretensis_S55.fna,0
0.26,0.7081000000000001,Terracidiphilus_gabretensis_S55.fna,Acidipila_rosea_DSM_103428.fna,0
0.27,0.7129000000000001,Acidipila_sp_4G-K13.fna,Terracidiphilus_gabretensis_S55.fna,0
0.27,0.7131000000000001,Terracidiphilus_gabretensis_S55.fna,Acidipila_sp_4G-K13.fna,0
0.03,0.6765000000000001,Acidobacteria_bacterium_EAC88.fna,Terracidiphilus_gabretensis_S55.fna,0
0.03,0.6753,Terracidiphilus_gabretensis_S55.fna,Acidobacteria_bacterium_EAC88.fna,0
0.16,0.7054,Acidobacteria_bacterium_KBS_146.fna,Terracidiphilus_gabretensis_S55.fna,0
0.16,0.7054,Terracidiphilus_gabretensis_S55.fna,Acidobacteria_bacterium_KBS_146.fna,0
0.05,0.6838,Acidobacteria_bacterium_NP133.fna,Terracidiphilus_gabretensis_S55.fna,0
0.05,0.6845,Terracidiphilus_gabretensis_S55.fna,Acidobacteria_bacterium_NP133.fna,0
0.03,0.6779999999999999,Acidobacteria_bacterium_RBG_13_68_16.fna,Terracidiphilus_gabretensis_S55.fna,0
0.03,0.6783,Terracidiphilus_gabretensis_S55.fna,Acidobacteria_bacterium_RBG_13_68_16.fna,0
0.06,0.6816,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_61_28.fna,Terracidiphilus_gabretensis_S55.fna,0
0.06,0.6818000000000001,Terracidiphilus_gabretensis_S55.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_61_28.fna,0
0.05,0.6912999999999999,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_64_15.fna,Terracidiphilus_gabretensis_S55.fna,0
0.05,0.6916,Terracidiphilus_gabretensis_S55.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_64_15.fna,0
0.05,0.69,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_67_21.fna,Terracidiphilus_gabretensis_S55.fna,0
0.05,0.6899,Terracidiphilus_gabretensis_S55.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_67_21.fna,0
0.05,0.6922,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_65_11.fna,Terracidiphilus_gabretensis_S55.fna,0
0.05,0.6926000000000001,Terracidiphilus_gabretensis_S55.fna,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_65_11.fna,0
0.05,0.6915,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_68_19.fna,Terracidiphilus_gabretensis_S55.fna,0
0.05,0.6909000000000001,Terracidiphilus_gabretensis_S55.fna,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_68_19.fna,0
0.02,0.6870999999999999,Acidobacteria_BinDmb228.fna,Terracidiphilus_gabretensis_S55.fna,0
0.02,0.6862999999999999,Terracidiphilus_gabretensis_S55.fna,Acidobacteria_BinDmb228.fna,0
0.21,0.7098,Acidobacteriaceae_bacterium_SBC82.fna,Terracidiphilus_gabretensis_S55.fna,0
0.21,0.7098,Terracidiphilus_gabretensis_S55.fna,Acidobacteriaceae_bacterium_SBC82.fna,0
0.18,0.7108,Acidobacteriaceae_bacterium_TAA_166.fna,Terracidiphilus_gabretensis_S55.fna,0
0.18,0.7112,Terracidiphilus_gabretensis_S55.fna,Acidobacteriaceae_bacterium_TAA_166.fna,0
0.37,0.7371,Acidobacteriaceae_bacterium_URHE0068.fna,Terracidiphilus_gabretensis_S55.fna,0
0.37,0.7371,Terracidiphilus_gabretensis_S55.fna,Acidobacteriaceae_bacterium_URHE0068.fna,0
0.22,0.7043,Acidobacteriaceae_sp_KBS_83.fna,Terracidiphilus_gabretensis_S55.fna,0
0.22,0.7043,Terracidiphilus_gabretensis_S55.fna,Acidobacteriaceae_sp_KBS_83.fna,0
0.19,0.7070000000000001,Acidobacteriaceae_sp_KBS_89.fna,Terracidiphilus_gabretensis_S55.fna,0
0.19,0.7069,Terracidiphilus_gabretensis_S55.fna,Acidobacteriaceae_sp_KBS_89.fna,0
0.07,0.6815000000000001,Acidobacteriaceae_sp_KBS_96.fna,Terracidiphilus_gabretensis_S55.fna,0
0.07,0.6812999999999999,Terracidiphilus_gabretensis_S55.fna,Acidobacteriaceae_sp_KBS_96.fna,0
0.06,0.6926000000000001,Acidobacteria_CoA2_BinC42.fna,Terracidiphilus_gabretensis_S55.fna,0
0.06,0.6922,Terracidiphilus_gabretensis_S55.fna,Acidobacteria_CoA2_BinC42.fna,0
0.05,0.6828,Acidobacteria_CoA8_BinC33.fna,Terracidiphilus_gabretensis_S55.fna,0
0.05,0.682,Terracidiphilus_gabretensis_S55.fna,Acidobacteria_CoA8_BinC33.fna,0
0.06,0.6851,Acidobacteriales_BinDmb87.fna,Terracidiphilus_gabretensis_S55.fna,0
0.06,0.6851999999999999,Terracidiphilus_gabretensis_S55.fna,Acidobacteriales_BinDmb87.fna,0
0.05,0.6858,Acidobacteria_sp_Bin1_Ga0077522.fna,Terracidiphilus_gabretensis_S55.fna,0
0.05,0.6858,Terracidiphilus_gabretensis_S55.fna,Acidobacteria_sp_Bin1_Ga0077522.fna,0
0.04,0.6779999999999999,Acidobacteria_sp_Ga0074141.fna,Terracidiphilus_gabretensis_S55.fna,0
0.04,0.6777,Terracidiphilus_gabretensis_S55.fna,Acidobacteria_sp_Ga0074141.fna,0
0.03,0.6733,Acidobacteria_sp_genome_bin_23_Ga0077534.fna,Terracidiphilus_gabretensis_S55.fna,0
0.03,0.6731999999999999,Terracidiphilus_gabretensis_S55.fna,Acidobacteria_sp_genome_bin_23_Ga0077534.fna,0
0.05,0.6848000000000001,Acidobacteria_sp_genome_bin_45_Ga0077553.fna,Terracidiphilus_gabretensis_S55.fna,0
0.05,0.6844,Terracidiphilus_gabretensis_S55.fna,Acidobacteria_sp_genome_bin_45_Ga0077553.fna,0
0.03,0.6748000000000001,Acidobacteriia_bacterium_EBPR_Ga0073602.fna,Terracidiphilus_gabretensis_S55.fna,0
0.03,0.6740999999999999,Terracidiphilus_gabretensis_S55.fna,Acidobacteriia_bacterium_EBPR_Ga0073602.fna,0
0.27,0.7123,Acidobacterium_capsulatum_ATCC_51196.fna,Terracidiphilus_gabretensis_S55.fna,0
0.27,0.7121999999999999,Terracidiphilus_gabretensis_S55.fna,Acidobacterium_capsulatum_ATCC_51196.fna,0
0.26,0.7025,Acidobacterium_sp_PMMR2.fna,Terracidiphilus_gabretensis_S55.fna,0
0.26,0.7023999999999999,Terracidiphilus_gabretensis_S55.fna,Acidobacterium_sp_PMMR2.fna,0
0.18,0.7071999999999999,Acidobacterium_strain_J13.fna,Terracidiphilus_gabretensis_S55.fna,0
0.18,0.7073,Terracidiphilus_gabretensis_S55.fna,Acidobacterium_strain_J13.fna,0
0.06,0.6815000000000001,Bryobacter_aggregatus_DSM_18758.fna,Terracidiphilus_gabretensis_S55.fna,0
0.06,0.6809000000000001,Terracidiphilus_gabretensis_S55.fna,Bryobacter_aggregatus_DSM_18758.fna,0
0.06,0.6815000000000001,Bryobacter_aggregatus_MPL3.fna,Terracidiphilus_gabretensis_S55.fna,0
0.06,0.6809000000000001,Terracidiphilus_gabretensis_S55.fna,Bryobacter_aggregatus_MPL3.fna,0
0.18,0.7117,Bryocella_elongata_DSM_22489.fna,Terracidiphilus_gabretensis_S55.fna,0
0.18,0.7119,Terracidiphilus_gabretensis_S55.fna,Bryocella_elongata_DSM_22489.fna,0
0.05,0.6753,Candidatus_Chloracidobacterium_thermophilum_B.fna,Terracidiphilus_gabretensis_S55.fna,0
0.05,0.6759000000000001,Terracidiphilus_gabretensis_S55.fna,Candidatus_Chloracidobacterium_thermophilum_B.fna,0
0.13,0.696,Candidatus_Koribacter_versatilis_Ellin345.fna,Terracidiphilus_gabretensis_S55.fna,0
0.13,0.696,Terracidiphilus_gabretensis_S55.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.1,0.6872,Candidatus_Solibacter_usitatus.fna,Terracidiphilus_gabretensis_S55.fna,0
0.1,0.6866,Terracidiphilus_gabretensis_S55.fna,Candidatus_Solibacter_usitatus.fna,0
0.12,0.6948000000000001,Candidatus_Sulfotelmatobacter_kueseliae.fna,Terracidiphilus_gabretensis_S55.fna,0
0.12,0.695,Terracidiphilus_gabretensis_S55.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.29,0.7293000000000001,Candidatus_Sulfotelmatomonas_gaucii.fna,Terracidiphilus_gabretensis_S55.fna,0
0.29,0.7292000000000001,Terracidiphilus_gabretensis_S55.fna,Candidatus_Sulfotelmatomonas_gaucii.fna,0
0.05,0.6766,Chloracidobacterium_thermophilum_OC1.fna,Terracidiphilus_gabretensis_S55.fna,0
0.05,0.6762999999999999,Terracidiphilus_gabretensis_S55.fna,Chloracidobacterium_thermophilum_OC1.fna,0
0.2,0.7143999999999999,Edaphobacter_aggregans_DSM_19364.fna,Terracidiphilus_gabretensis_S55.fna,0
0.2,0.7143999999999999,Terracidiphilus_gabretensis_S55.fna,Edaphobacter_aggregans_DSM_19364.fna,0
0.19,0.71,Edaphobacter_aggregans_EB153.fna,Terracidiphilus_gabretensis_S55.fna,0
0.19,0.71,Terracidiphilus_gabretensis_S55.fna,Edaphobacter_aggregans_EB153.fna,0
0.2,0.7097,Edaphobacter_dinghuensis_EB95.fna,Terracidiphilus_gabretensis_S55.fna,0
0.2,0.7097,Terracidiphilus_gabretensis_S55.fna,Edaphobacter_dinghuensis_EB95.fna,0
0.04,0.6846,Geothrix_fermentans_DSM_14018.fna,Terracidiphilus_gabretensis_S55.fna,0
0.04,0.6838,Terracidiphilus_gabretensis_S55.fna,Geothrix_fermentans_DSM_14018.fna,0
0.03,0.6820999999999999,Geothrix_sp_GB2.fna,Terracidiphilus_gabretensis_S55.fna,0
0.03,0.6806,Terracidiphilus_gabretensis_S55.fna,Geothrix_sp_GB2.fna,0
0.2,0.7076,Granulicella_mallensis_MP5ACTX8.fna,Terracidiphilus_gabretensis_S55.fna,0
0.2,0.7076,Terracidiphilus_gabretensis_S55.fna,Granulicella_mallensis_MP5ACTX8.fna,0
0.19,0.7073999999999999,Granulicella_pectinivorans_DSM_21001.fna,Terracidiphilus_gabretensis_S55.fna,0
0.19,0.7076,Terracidiphilus_gabretensis_S55.fna,Granulicella_pectinivorans_DSM_21001.fna,0
0.2,0.7132,Granulicella_rosea_DSM_18704.fna,Terracidiphilus_gabretensis_S55.fna,0
0.2,0.7136,Terracidiphilus_gabretensis_S55.fna,Granulicella_rosea_DSM_18704.fna,0
0.19,0.7118000000000001,Granulicella_sp_GAS466.fna,Terracidiphilus_gabretensis_S55.fna,0
0.19,0.7121999999999999,Terracidiphilus_gabretensis_S55.fna,Granulicella_sp_GAS466.fna,0
0.17,0.7079000000000001,Granulicella_tundricola_MP5ACTX9.fna,Terracidiphilus_gabretensis_S55.fna,0
0.17,0.7078,Terracidiphilus_gabretensis_S55.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.03,0.6829999999999999,Holophaga_foetida_DSM_6591.fna,Terracidiphilus_gabretensis_S55.fna,0
0.03,0.6836,Terracidiphilus_gabretensis_S55.fna,Holophaga_foetida_DSM_6591.fna,0
0.03,0.6829999999999999,Holophaga_foetida_TMBS4.fna,Terracidiphilus_gabretensis_S55.fna,0
0.03,0.6836,Terracidiphilus_gabretensis_S55.fna,Holophaga_foetida_TMBS4.fna,0
0.05,0.6862,Luteitalea_pratensis_strain_DSM_100886.fna,Terracidiphilus_gabretensis_S55.fna,0
0.05,0.6856,Terracidiphilus_gabretensis_S55.fna,Luteitalea_pratensis_strain_DSM_100886.fna,0
0.0,0.0,Moorea_producens_heterotroph_coculture_Ga0081187.fna,Terracidiphilus_gabretensis_S55.fna,0
0.0,0.0,Terracidiphilus_gabretensis_S55.fna,Moorea_producens_heterotroph_coculture_Ga0081187.fna,0
0.03,0.6847,Moorea_producens_heterotroph_coculture_Ga0081188.fna,Terracidiphilus_gabretensis_S55.fna,0
0.03,0.6835,Terracidiphilus_gabretensis_S55.fna,Moorea_producens_heterotroph_coculture_Ga0081188.fna,0
0.33,0.7298,Occallatibacter_savannae_strain_AB23.fna,Terracidiphilus_gabretensis_S55.fna,0
0.33,0.7298,Terracidiphilus_gabretensis_S55.fna,Occallatibacter_savannae_strain_AB23.fna,0
0.05,0.6785,Pyrinomonas_methylaliphatogenes_K22.fna,Terracidiphilus_gabretensis_S55.fna,0
0.05,0.6777,Terracidiphilus_gabretensis_S55.fna,Pyrinomonas_methylaliphatogenes_K22.fna,0
0.27,0.711,Silvibacterium_bohemicum_S15.fna,Terracidiphilus_gabretensis_S55.fna,0
0.27,0.711,Terracidiphilus_gabretensis_S55.fna,Silvibacterium_bohemicum_S15.fna,0
0.22,0.7047,Acidipila_rosea_DSM_103428.fna,Terriglobus_roseus_AB35.6.fna,0
0.22,0.7044,Terriglobus_roseus_AB35.6.fna,Acidipila_rosea_DSM_103428.fna,0
0.2,0.7081000000000001,Acidipila_sp_4G-K13.fna,Terriglobus_roseus_AB35.6.fna,0
0.2,0.7081000000000001,Terriglobus_roseus_AB35.6.fna,Acidipila_sp_4G-K13.fna,0
0.03,0.6728000000000001,Acidobacteria_bacterium_EAC88.fna,Terriglobus_roseus_AB35.6.fna,0
0.03,0.6718000000000001,Terriglobus_roseus_AB35.6.fna,Acidobacteria_bacterium_EAC88.fna,0
0.26,0.7098,Acidobacteria_bacterium_KBS_146.fna,Terriglobus_roseus_AB35.6.fna,0
0.26,0.7099,Terriglobus_roseus_AB35.6.fna,Acidobacteria_bacterium_KBS_146.fna,0
0.05,0.6835,Acidobacteria_bacterium_NP133.fna,Terriglobus_roseus_AB35.6.fna,0
0.05,0.6825,Terriglobus_roseus_AB35.6.fna,Acidobacteria_bacterium_NP133.fna,0
0.03,0.6801,Acidobacteria_bacterium_RBG_13_68_16.fna,Terriglobus_roseus_AB35.6.fna,0
0.03,0.6809999999999999,Terriglobus_roseus_AB35.6.fna,Acidobacteria_bacterium_RBG_13_68_16.fna,0
0.06,0.6838,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_61_28.fna,Terriglobus_roseus_AB35.6.fna,0
0.06,0.6829000000000001,Terriglobus_roseus_AB35.6.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_61_28.fna,0
0.05,0.6858,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_64_15.fna,Terriglobus_roseus_AB35.6.fna,0
0.05,0.6848000000000001,Terriglobus_roseus_AB35.6.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_64_15.fna,0
0.05,0.6890999999999999,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_67_21.fna,Terriglobus_roseus_AB35.6.fna,0
0.05,0.6889,Terriglobus_roseus_AB35.6.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_67_21.fna,0
0.06,0.6854,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_65_11.fna,Terriglobus_roseus_AB35.6.fna,0
0.06,0.6846,Terriglobus_roseus_AB35.6.fna,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_65_11.fna,0
0.05,0.6919,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_68_19.fna,Terriglobus_roseus_AB35.6.fna,0
0.05,0.6922,Terriglobus_roseus_AB35.6.fna,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_68_19.fna,0
0.03,0.6858,Acidobacteria_BinDmb228.fna,Terriglobus_roseus_AB35.6.fna,0
0.03,0.6857,Terriglobus_roseus_AB35.6.fna,Acidobacteria_BinDmb228.fna,0
0.18,0.7006999999999999,Acidobacteriaceae_bacterium_SBC82.fna,Terriglobus_roseus_AB35.6.fna,0
0.18,0.7008,Terriglobus_roseus_AB35.6.fna,Acidobacteriaceae_bacterium_SBC82.fna,0
0.29,0.7166,Acidobacteriaceae_bacterium_TAA_166.fna,Terriglobus_roseus_AB35.6.fna,0
0.29,0.7169,Terriglobus_roseus_AB35.6.fna,Acidobacteriaceae_bacterium_TAA_166.fna,0
0.18,0.7023999999999999,Acidobacteriaceae_bacterium_URHE0068.fna,Terriglobus_roseus_AB35.6.fna,0
0.18,0.7027,Terriglobus_roseus_AB35.6.fna,Acidobacteriaceae_bacterium_URHE0068.fna,0
0.2,0.7039,Acidobacteriaceae_sp_KBS_83.fna,Terriglobus_roseus_AB35.6.fna,0
0.2,0.7038,Terriglobus_roseus_AB35.6.fna,Acidobacteriaceae_sp_KBS_83.fna,0
0.25,0.7097,Acidobacteriaceae_sp_KBS_89.fna,Terriglobus_roseus_AB35.6.fna,0
0.25,0.7097,Terriglobus_roseus_AB35.6.fna,Acidobacteriaceae_sp_KBS_89.fna,0
0.07,0.6777,Acidobacteriaceae_sp_KBS_96.fna,Terriglobus_roseus_AB35.6.fna,0
0.07,0.6776000000000001,Terriglobus_roseus_AB35.6.fna,Acidobacteriaceae_sp_KBS_96.fna,0
0.07,0.691,Acidobacteria_CoA2_BinC42.fna,Terriglobus_roseus_AB35.6.fna,0
0.07,0.6901999999999999,Terriglobus_roseus_AB35.6.fna,Acidobacteria_CoA2_BinC42.fna,0
0.05,0.6878,Acidobacteria_CoA8_BinC33.fna,Terriglobus_roseus_AB35.6.fna,0
0.05,0.6881999999999999,Terriglobus_roseus_AB35.6.fna,Acidobacteria_CoA8_BinC33.fna,0
0.07,0.6831999999999999,Acidobacteriales_BinDmb87.fna,Terriglobus_roseus_AB35.6.fna,0
0.07,0.6829000000000001,Terriglobus_roseus_AB35.6.fna,Acidobacteriales_BinDmb87.fna,0
0.06,0.6925,Acidobacteria_sp_Bin1_Ga0077522.fna,Terriglobus_roseus_AB35.6.fna,0
0.06,0.6922,Terriglobus_roseus_AB35.6.fna,Acidobacteria_sp_Bin1_Ga0077522.fna,0
0.03,0.6801,Acidobacteria_sp_Ga0074141.fna,Terriglobus_roseus_AB35.6.fna,0
0.03,0.6812,Terriglobus_roseus_AB35.6.fna,Acidobacteria_sp_Ga0074141.fna,0
0.03,0.6755,Acidobacteria_sp_genome_bin_23_Ga0077534.fna,Terriglobus_roseus_AB35.6.fna,0
0.03,0.6748999999999999,Terriglobus_roseus_AB35.6.fna,Acidobacteria_sp_genome_bin_23_Ga0077534.fna,0
0.06,0.6899,Acidobacteria_sp_genome_bin_45_Ga0077553.fna,Terriglobus_roseus_AB35.6.fna,0
0.06,0.6901,Terriglobus_roseus_AB35.6.fna,Acidobacteria_sp_genome_bin_45_Ga0077553.fna,0
0.02,0.6754000000000001,Acidobacteriia_bacterium_EBPR_Ga0073602.fna,Terriglobus_roseus_AB35.6.fna,0
0.02,0.6751999999999999,Terriglobus_roseus_AB35.6.fna,Acidobacteriia_bacterium_EBPR_Ga0073602.fna,0
0.22,0.7059000000000001,Acidobacterium_capsulatum_ATCC_51196.fna,Terriglobus_roseus_AB35.6.fna,0
0.22,0.7056,Terriglobus_roseus_AB35.6.fna,Acidobacterium_capsulatum_ATCC_51196.fna,0
0.19,0.6995999999999999,Acidobacterium_sp_PMMR2.fna,Terriglobus_roseus_AB35.6.fna,0
0.19,0.6995,Terriglobus_roseus_AB35.6.fna,Acidobacterium_sp_PMMR2.fna,0
0.29,0.713,Acidobacterium_strain_J13.fna,Terriglobus_roseus_AB35.6.fna,0
0.29,0.7131000000000001,Terriglobus_roseus_AB35.6.fna,Acidobacterium_strain_J13.fna,0
0.07,0.6843,Bryobacter_aggregatus_DSM_18758.fna,Terriglobus_roseus_AB35.6.fna,0
0.07,0.685,Terriglobus_roseus_AB35.6.fna,Bryobacter_aggregatus_DSM_18758.fna,0
0.07,0.6843,Bryobacter_aggregatus_MPL3.fna,Terriglobus_roseus_AB35.6.fna,0
0.07,0.685,Terriglobus_roseus_AB35.6.fna,Bryobacter_aggregatus_MPL3.fna,0
0.28,0.7184999999999999,Bryocella_elongata_DSM_22489.fna,Terriglobus_roseus_AB35.6.fna,0
0.28,0.7187,Terriglobus_roseus_AB35.6.fna,Bryocella_elongata_DSM_22489.fna,0
0.04,0.6784,Candidatus_Chloracidobacterium_thermophilum_B.fna,Terriglobus_roseus_AB35.6.fna,0
0.04,0.6783,Terriglobus_roseus_AB35.6.fna,Candidatus_Chloracidobacterium_thermophilum_B.fna,0
0.12,0.6953,Candidatus_Koribacter_versatilis_Ellin345.fna,Terriglobus_roseus_AB35.6.fna,0
0.12,0.6956,Terriglobus_roseus_AB35.6.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.1,0.6862,Candidatus_Solibacter_usitatus.fna,Terriglobus_roseus_AB35.6.fna,0
0.1,0.6859999999999999,Terriglobus_roseus_AB35.6.fna,Candidatus_Solibacter_usitatus.fna,0
0.1,0.6951999999999999,Candidatus_Sulfotelmatobacter_kueseliae.fna,Terriglobus_roseus_AB35.6.fna,0
0.1,0.6956,Terriglobus_roseus_AB35.6.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.15,0.6990000000000001,Candidatus_Sulfotelmatomonas_gaucii.fna,Terriglobus_roseus_AB35.6.fna,0
0.15,0.6992,Terriglobus_roseus_AB35.6.fna,Candidatus_Sulfotelmatomonas_gaucii.fna,0
0.04,0.6784,Chloracidobacterium_thermophilum_OC1.fna,Terriglobus_roseus_AB35.6.fna,0
0.04,0.6783,Terriglobus_roseus_AB35.6.fna,Chloracidobacterium_thermophilum_OC1.fna,0
0.3,0.7178,Edaphobacter_aggregans_DSM_19364.fna,Terriglobus_roseus_AB35.6.fna,0
0.3,0.718,Terriglobus_roseus_AB35.6.fna,Edaphobacter_aggregans_DSM_19364.fna,0
0.26,0.71,Edaphobacter_aggregans_EB153.fna,Terriglobus_roseus_AB35.6.fna,0
0.26,0.7099,Terriglobus_roseus_AB35.6.fna,Edaphobacter_aggregans_EB153.fna,0
0.24,0.7137,Edaphobacter_dinghuensis_EB95.fna,Terriglobus_roseus_AB35.6.fna,0
0.24,0.7139,Terriglobus_roseus_AB35.6.fna,Edaphobacter_dinghuensis_EB95.fna,0
0.05,0.6876000000000001,Geothrix_fermentans_DSM_14018.fna,Terriglobus_roseus_AB35.6.fna,0
0.05,0.6890000000000001,Terriglobus_roseus_AB35.6.fna,Geothrix_fermentans_DSM_14018.fna,0
0.03,0.6839,Geothrix_sp_GB2.fna,Terriglobus_roseus_AB35.6.fna,0
